fare_id,route_id,origin_id,destination_id
F2, ,STI,SPC
F2, ,SAT,SPC
F2, ,SAE,SPC
F1, ,SSN,SPC
F0, ,SPC,SPC
F1, ,SKM,SPC
F1, ,SNP,SPC
F2, ,SEG,SPC
F4, ,SMM,SPC
F3, ,STC,SPC
F3, ,STR,SPC
F3, ,SNW,SPC
F4, ,STG,SPC
F4, ,SKP,SPC
F4, ,STT,SPC
F4, ,STV,SPC
F4, ,SWN,SPC
F5, ,SAP,SKM
F4, ,SME,SKM
F4, ,SOT,SKM
F4, ,SAL,SKM
F4, ,SGU,SKM
F4, ,SLM,SKM
F4, ,SSA,SKM
F3, ,SCR,SKM
F3, ,STE,SKM
F3, ,SGM,SKM
F3, ,STL,SKM
F3, ,SLI,SKM
F3, ,SGE,SKM
F2, ,SCC,SKM
F2, ,SHC,SKM
F3, ,SMA,SKM
F3, ,SWA,SKM
F4, ,SSI,SKM
F4, ,SAN,SKM
F3, ,SVA,SKM
F3, ,SAR,SKM
F3, ,SCM,SKM
F3, ,SKO,SKM
F3, ,STI,SKM
F2, ,SAT,SKM
F2, ,SAE,SKM
F2, ,SSN,SKM
F1, ,SPC,SKM
F0, ,SKM,SKM
F1, ,SNP,SKM
F1, ,SEG,SKM
F4, ,SMM,SKM
F3, ,STC,SKM
F3, ,STR,SKM
F3, ,SNW,SKM
F3, ,STG,SKM
F4, ,SKP,SKM
F4, ,STT,SKM
F4, ,STV,SKM
F4, ,SWN,SKM
F4, ,SAP,SNP
F4, ,SME,SNP
F4, ,SOT,SNP
F4, ,SAL,SNP
F4, ,SGU,SNP
F4, ,SLM,SNP
F3, ,SSA,SNP
F3, ,SCR,SNP
F3, ,STE,SNP
F3, ,SGM,SNP
F3, ,STL,SNP
F3, ,SLI,SNP
F2, ,SGE,SNP
F2, ,SCC,SNP
F2, ,SHC,SNP
F2, ,SMA,SNP
F3, ,SWA,SNP
F4, ,SSI,SNP
F4, ,SAN,SNP
F3, ,SVA,SNP
F3, ,SAR,SNP
F3, ,SCM,SNP
F3, ,SKO,SNP
F3, ,STI,SNP
F3, ,SAT,SNP
F2, ,SAE,SNP
F2, ,SSN,SNP
F1, ,SPC,SNP
F1, ,SKM,SNP
F0, ,SNP,SNP
F1, ,SEG,SNP
F4, ,SMM,SNP
F3, ,STC,SNP
F3, ,STR,SNP
F3, ,SNW,SNP
F3, ,STG,SNP
F3, ,SKP,SNP
F4, ,STT,SNP
F4, ,STV,SNP
F4, ,SWN,SNP
F4, ,SAP,SEG
F4, ,SME,SEG
F4, ,SOT,SEG
F4, ,SAL,SEG
F4, ,SGU,SEG
F3, ,SLM,SEG
F3, ,SSA,SEG
F3, ,SCR,SEG
F3, ,STE,SEG
F3, ,SGM,SEG
F3, ,STL,SEG
F2, ,SLI,SEG
F2, ,SGE,SEG
F1, ,SCC,SEG
F2, ,SHC,SEG
F2, ,SMA,SEG
F3, ,SWA,SEG
F4, ,SSI,SEG
F4, ,SAN,SEG
F4, ,SVA,SEG
F3, ,SAR,SEG
F3, ,SCM,SEG
F3, ,SKO,SEG
F3, ,STI,SEG
F3, ,SAT,SEG
F3, ,SAE,SEG
F2, ,SSN,SEG
F2, ,SPC,SEG
F1, ,SKM,SEG
F1, ,SNP,SEG
F0, ,SEG,SEG
F4, ,SMM,SEG
F3, ,STC,SEG
F3, ,STR,SEG
F3, ,SNW,SEG
F3, ,STG,SEG
F3, ,SKP,SEG
F3, ,STT,SEG
F4, ,STV,SEG
F4, ,SWN,SEG
F3, ,SAP,SMM
F2, ,SME,SMM
F2, ,SOT,SMM
F1, ,SAL,SMM
F2, ,SGU,SMM
F2, ,SLM,SMM
F3, ,SSA,SMM
F3, ,SCR,SMM
F3, ,STE,SMM
F3, ,SGM,SMM
F3, ,STL,SMM
F3, ,SLI,SMM
F4, ,SGE,SMM
F4, ,SCC,SMM
F4, ,SHC,SMM
F4, ,SMA,SMM
F4, ,SWA,SMM
F2, ,SSI,SMM
F2, ,SAN,SMM
F3, ,SVA,SMM
F3, ,SAR,SMM
F3, ,SCM,SMM
F3, ,SKO,SMM
F4, ,STI,SMM
F4, ,SAT,SMM
F4, ,SAE,SMM
F4, ,SSN,SMM
F4, ,SPC,SMM
F4, ,SKM,SMM
F4, ,SNP,SMM
F4, ,SEG,SMM
F0, ,SMM,SMM
F4, ,STC,SMM
F4, ,STR,SMM
F5, ,SNW,SMM
F5, ,STG,SMM
F5, ,SKP,SMM
F5, ,STT,SMM
F5, ,STV,SMM
F5, ,SWN,SMM
F5, ,SAP,STC
F5, ,SME,STC
F4, ,SOT,STC
F4, ,SAL,STC
F4, ,SGU,STC
F4, ,SLM,STC
F4, ,SSA,STC
F4, ,SCR,STC
F3, ,STE,STC
F3, ,SGM,STC
F3, ,STL,STC
F3, ,SLI,STC
F3, ,SGE,STC
F3, ,SCC,STC
F2, ,SHC,STC
F2, ,SMA,STC
F1, ,SWA,STC
F4, ,SSI,STC
F5, ,SAN,STC
F4, ,SVA,STC
F4, ,SAR,STC
F4, ,SCM,STC
F4, ,SKO,STC
F4, ,STI,STC
F4, ,SAT,STC
F3, ,SAE,STC
F3, ,SSN,STC
F3, ,SPC,STC
F3, ,SKM,STC
F3, ,SNP,STC
F3, ,SEG,STC
F4, ,SMM,STC
F0, ,STC,STC
F1, ,STR,STC
F1, ,SNW,STC
F2, ,STG,STC
F2, ,SKP,STC
F2, ,STT,STC
F3, ,STV,STC
F3, ,SWN,STC
F5, ,SAP,STR
F5, ,SME,STR
F4, ,SOT,STR
F4, ,SAL,STR
F4, ,SGU,STR
F4, ,SLM,STR
F4, ,SSA,STR
F4, ,SCR,STR
F4, ,STE,STR
F3, ,SGM,STR
F3, ,STL,STR
F3, ,SLI,STR
F3, ,SGE,STR
F3, ,SCC,STR
F2, ,SHC,STR
F2, ,SMA,STR
F1, ,SWA,STR
F4, ,SSI,STR
F5, ,SAN,STR
F4, ,SVA,STR
F4, ,SAR,STR
F4, ,SCM,STR
F4, ,SKO,STR
F4, ,STI,STR
F4, ,SAT,STR
F4, ,SAE,STR
F3, ,SSN,STR
F3, ,SPC,STR
F3, ,SKM,STR
F3, ,SNP,STR
F3, ,SEG,STR
F4, ,SMM,STR
F1, ,STC,STR
F0, ,STR,STR
F1, ,SNW,STR
F2, ,STG,STR
F2, ,SKP,STR
F2, ,STT,STR
F3, ,STV,STR
F3, ,SWN,STR
F5, ,SAP,SNW
F5, ,SME,SNW
F5, ,SOT,SNW
F4, ,SAL,SNW
F4, ,SGU,SNW
F4, ,SLM,SNW
F4, ,SSA,SNW
F4, ,SCR,SNW
F4, ,STE,SNW
F4, ,SGM,SNW
F3, ,STL,SNW
F3, ,SLI,SNW
F3, ,SGE,SNW
F3, ,SCC,SNW
F3, ,SHC,SNW
F2, ,SMA,SNW
F2, ,SWA,SNW
F5, ,SSI,SNW
F5, ,SAN,SNW
F5, ,SVA,SNW
F4, ,SAR,SNW
F4, ,SCM,SNW
F4, ,SKO,SNW
F4, ,STI,SNW
F4, ,SAT,SNW
F4, ,SAE,SNW
F4, ,SSN,SNW
F3, ,SPC,SNW
F3, ,SKM,SNW
F3, ,SNP,SNW
F3, ,SEG,SNW
F5, ,SMM,SNW
F1, ,STC,SNW
F1, ,STR,SNW
F0, ,SNW,SNW
F1, ,STG,SNW
F1, ,SKP,SNW
F2, ,STT,SNW
F2, ,STV,SNW
F3, ,SWN,SNW
F5, ,SAP,STG
F5, ,SME,STG
F5, ,SOT,STG
F5, ,SAL,STG
F4, ,SGU,STG
F4, ,SLM,STG
F4, ,SSA,STG
F4, ,SCR,STG
F4, ,STE,STG
F4, ,SGM,STG
F4, ,STL,STG
F3, ,SLI,STG
F3, ,SGE,STG
F3, ,SCC,STG
F3, ,SHC,STG
F3, ,SMA,STG
F2, ,SWA,STG
F5, ,SSI,STG
F5, ,SAN,STG
F5, ,SVA,STG
F5, ,SAR,STG
F4, ,SCM,STG
F4, ,SKO,STG
F4, ,STI,STG
F4, ,SAT,STG
F4, ,SAE,STG
F4, ,SSN,STG
F4, ,SPC,STG
F3, ,SKM,STG
F3, ,SNP,STG
F3, ,SEG,STG
F5, ,SMM,STG
F2, ,STC,STG
F2, ,STR,STG
F1, ,SNW,STG
F0, ,STG,STG
F1, ,SKP,STG
F1, ,STT,STG
F2, ,STV,STG
F2, ,SWN,STG
F5, ,SAP,SKP
F5, ,SME,SKP
F5, ,SOT,SKP
F5, ,SAL,SKP
F4, ,SGU,SKP
F4, ,SLM,SKP
F4, ,SSA,SKP
F4, ,SCR,SKP
F4, ,STE,SKP
F4, ,SGM,SKP
F4, ,STL,SKP
F3, ,SLI,SKP
F3, ,SGE,SKP
F3, ,SCC,SKP
F3, ,SHC,SKP
F3, ,SMA,SKP
F2, ,SWA,SKP
F5, ,SSI,SKP
F5, ,SAN,SKP
F5, ,SVA,SKP
F5, ,SAR,SKP
F5, ,SCM,SKP
F4, ,SKO,SKP
F4, ,STI,SKP
F4, ,SAT,SKP
F4, ,SAE,SKP
F4, ,SSN,SKP
F4, ,SPC,SKP
F4, ,SKM,SKP
F3, ,SNP,SKP
F3, ,SEG,SKP
F5, ,SMM,SKP
F2, ,STC,SKP
F2, ,STR,SKP
F1, ,SNW,SKP
F1, ,STG,SKP
F0, ,SKP,SKP
F1, ,STT,SKP
F2, ,STV,SKP
F2, ,SWN,SKP
F5, ,SAP,STT
F5, ,SME,STT
F5, ,SOT,STT
F5, ,SAL,STT
F5, ,SGU,STT
F4, ,SLM,STT
F4, ,SSA,STT
F4, ,SCR,STT
F4, ,STE,STT
F4, ,SGM,STT
F4, ,STL,STT
F4, ,SLI,STT
F4, ,SGE,STT
F3, ,SCC,STT
F3, ,SHC,STT
F3, ,SMA,STT
F3, ,SWA,STT
F5, ,SSI,STT
F5, ,SAN,STT
F5, ,SVA,STT
F5, ,SAR,STT
F5, ,SCM,STT
F4, ,SKO,STT
F4, ,STI,STT
F4, ,SAT,STT
F4, ,SAE,STT
F4, ,SSN,STT
F4, ,SPC,STT
F4, ,SKM,STT
F4, ,SNP,STT
F3, ,SEG,STT
F5, ,SMM,STT
F2, ,STC,STT
F2, ,STR,STT
F2, ,SNW,STT
F1, ,STG,STT
F1, ,SKP,STT
F0, ,STT,STT
F1, ,STV,STT
F2, ,SWN,STT
F5, ,SAP,STV
F5, ,SME,STV
F5, ,SOT,STV
F5, ,SAL,STV
F5, ,SGU,STV
F5, ,SLM,STV
F4, ,SSA,STV
F4, ,SCR,STV
F4, ,STE,STV
F4, ,SGM,STV
F4, ,STL,STV
F4, ,SLI,STV
F4, ,SGE,STV
F3, ,SCC,STV
F3, ,SHC,STV
F3, ,SMA,STV
F3, ,SWA,STV
F5, ,SSI,STV
F5, ,SAN,STV
F5, ,SVA,STV
F5, ,SAR,STV
F5, ,SCM,STV
F5, ,SKO,STV
F4, ,STI,STV
F4, ,SAT,STV
F4, ,SAE,STV
F4, ,SSN,STV
F4, ,SPC,STV
F4, ,SKM,STV
F4, ,SNP,STV
F4, ,SEG,STV
F5, ,SMM,STV
F3, ,STC,STV
F3, ,STR,STV
F2, ,SNW,STV
F2, ,STG,STV
F2, ,SKP,STV
F1, ,STT,STV
F0, ,STV,STV
F1, ,SWN,STV
F5, ,SAP,SWN
F5, ,SME,SWN
F5, ,SOT,SWN
F5, ,SAL,SWN
F5, ,SGU,SWN
F5, ,SLM,SWN
F5, ,SSA,SWN
F4, ,SCR,SWN
F4, ,STE,SWN
F4, ,SGM,SWN
F4, ,STL,SWN
F4, ,SLI,SWN
F4, ,SGE,SWN
F4, ,SCC,SWN
F3, ,SHC,SWN
F3, ,SMA,SWN
F3, ,SWA,SWN
F5, ,SSI,SWN
F5, ,SAN,SWN
F5, ,SVA,SWN
F5, ,SAR,SWN
F5, ,SCM,SWN
F5, ,SKO,SWN
F5, ,STI,SWN
F4, ,SAT,SWN
F4, ,SAE,SWN
F4, ,SSN,SWN
F4, ,SPC,SWN
F4, ,SKM,SWN
F4, ,SNP,SWN
F4, ,SEG,SWN
F5, ,SMM,SWN
F3, ,STC,SWN
F3, ,STR,SWN
F3, ,SNW,SWN
F2, ,STG,SWN
F2, ,SKP,SWN
F2, ,STT,SWN
F1, ,STV,SWN
F0, ,SWN,SWN
