fare_id,route_id,origin_id,destination_id
F3, ,SHC,STL
F3, ,SMA,STL
F3, ,SWA,STL
F3, ,SSI,STL
F4, ,SAN,STL
F4, ,SVA,STL
F4, ,SAR,STL
F4, ,SCM,STL
F4, ,SKO,STL
F4, ,STI,STL
F3, ,SAT,STL
F3, ,SAE,STL
F3, ,SSN,STL
F3, ,SPC,STL
F3, ,SKM,STL
F3, ,SNP,STL
F3, ,SEG,STL
F3, ,SMM,STL
F3, ,STC,STL
F3, ,STR,STL
F3, ,SNW,STL
F4, ,STG,STL
F4, ,SKP,STL
F4, ,STT,STL
F4, ,STV,STL
F4, ,SWN,STL
F4, ,SAP,SLI
F4, ,SME,SLI
F3, ,SOT,SLI
F3, ,SAL,SLI
F3, ,SGU,SLI
F3, ,SLM,SLI
F3, ,SSA,SLI
F2, ,SCR,SLI
F2, ,STE,SLI
F2, ,SGM,SLI
F1, ,STL,SLI
F0, ,SLI,SLI
F1, ,SGE,SLI
F2, ,SCC,SLI
F2, ,SHC,SLI
F3, ,SMA,SLI
F3, ,SWA,SLI
F3, ,SSI,SLI
F4, ,SAN,SLI
F4, ,SVA,SLI
F4, ,SAR,SLI
F4, ,SCM,SLI
F4, ,SKO,SLI
F3, ,STI,SLI
F3, ,SAT,SLI
F3, ,SAE,SLI
F3, ,SSN,SLI
F3, ,SPC,SLI
F3, ,SKM,SLI
F3, ,SNP,SLI
F2, ,SEG,SLI
F3, ,SMM,SLI
F3, ,STC,SLI
F3, ,STR,SLI
F3, ,SNW,SLI
F3, ,STG,SLI
F3, ,SKP,SLI
F4, ,STT,SLI
F4, ,STV,SLI
F4, ,SWN,SLI
F4, ,SAP,SGE
F4, ,SME,SGE
F4, ,SOT,SGE
F3, ,SAL,SGE
F3, ,SGU,SGE
F3, ,SLM,SGE
F3, ,SSA,SGE
F3, ,SCR,SGE
F2, ,STE,SGE
F2, ,SGM,SGE
F1, ,STL,SGE
F1, ,SLI,SGE
F0, ,SGE,SGE
F1, ,SCC,SGE
F2, ,SHC,SGE
F2, ,SMA,SGE
F3, ,SWA,SGE
F4, ,SSI,SGE
F4, ,SAN,SGE
F4, ,SVA,SGE
F4, ,SAR,SGE
F4, ,SCM,SGE
F4, ,SKO,SGE
F3, ,STI,SGE
F3, ,SAT,SGE
F3, ,SAE,SGE
F3, ,SSN,SGE
F3, ,SPC,SGE
F3, ,SKM,SGE
F2, ,SNP,SGE
F2, ,SEG,SGE
F4, ,SMM,SGE
F3, ,STC,SGE
F3, ,STR,SGE
F3, ,SNW,SGE
F3, ,STG,SGE
F3, ,SKP,SGE
F4, ,STT,SGE
F4, ,STV,SGE
F4, ,SWN,SGE
F4, ,SAP,SCC
F4, ,SME,SCC
F4, ,SOT,SCC
F4, ,SAL,SCC
F3, ,SGU,SCC
F3, ,SLM,SCC
F3, ,SSA,SCC
F3, ,SCR,SCC
F3, ,STE,SCC
F3, ,SGM,SCC
F2, ,STL,SCC
F2, ,SLI,SCC
F1, ,SGE,SCC
F0, ,SCC,SCC
F1, ,SHC,SCC
F2, ,SMA,SCC
F2, ,SWA,SCC
F4, ,SSI,SCC
F4, ,SAN,SCC
F4, ,SVA,SCC
F4, ,SAR,SCC
F3, ,SCM,SCC
F3, ,SKO,SCC
F3, ,STI,SCC
F3, ,SAT,SCC
F3, ,SAE,SCC
F3, ,SSN,SCC
F2, ,SPC,SCC
F2, ,SKM,SCC
F2, ,SNP,SCC
F1, ,SEG,SCC
F4, ,SMM,SCC
F3, ,STC,SCC
F3, ,STR,SCC
F3, ,SNW,SCC
F3, ,STG,SCC
F3, ,SKP,SCC
F3, ,STT,SCC
F3, ,STV,SCC
F4, ,SWN,SCC
F4, ,SAP,SHC
F4, ,SME,SHC
F4, ,SOT,SHC
F4, ,SAL,SHC
F4, ,SGU,SHC
F3, ,SLM,SHC
F3, ,SSA,SHC
F3, ,SCR,SHC
F3, ,STE,SHC
F3, ,SGM,SHC
F3, ,STL,SHC
F2, ,SLI,SHC
F2, ,SGE,SHC
F1, ,SCC,SHC
F0, ,SHC,SHC
F1, ,SMA,SHC
F2, ,SWA,SHC
F4, ,SSI,SHC
F4, ,SAN,SHC
F4, ,SVA,SHC
F4, ,SAR,SHC
F4, ,SCM,SHC
F4, ,SKO,SHC
F3, ,STI,SHC
F3, ,SAT,SHC
F3, ,SAE,SHC
F3, ,SSN,SHC
F3, ,SPC,SHC
F2, ,SKM,SHC
F2, ,SNP,SHC
F2, ,SEG,SHC
F4, ,SMM,SHC
F2, ,STC,SHC
F2, ,STR,SHC
F3, ,SNW,SHC
F3, ,STG,SHC
F3, ,SKP,SHC
F3, ,STT,SHC
F3, ,STV,SHC
F3, ,SWN,SHC
F4, ,SAP,SMA
F4, ,SME,SMA
F4, ,SOT,SMA
F4, ,SAL,SMA
F4, ,SGU,SMA
F4, ,SLM,SMA
F3, ,SSA,SMA
F3, ,SCR,SMA
F3, ,STE,SMA
F3, ,SGM,SMA
F3, ,STL,SMA
F3, ,SLI,SMA
F2, ,SGE,SMA
F2, ,SCC,SMA
F1, ,SHC,SMA
F0, ,SMA,SMA
F1, ,SWA,SMA
F4, ,SSI,SMA
F4, ,SAN,SMA
F4, ,SVA,SMA
F4, ,SAR,SMA
F4, ,SCM,SMA
F4, ,SKO,SMA
F3, ,STI,SMA
F3, ,SAT,SMA
F3, ,SAE,SMA
F3, ,SSN,SMA
F3, ,SPC,SMA
F3, ,SKM,SMA
F2, ,SNP,SMA
F2, ,SEG,SMA
F4, ,SMM,SMA
F2, ,STC,SMA
F2, ,STR,SMA
F2, ,SNW,SMA
F3, ,STG,SMA
F3, ,SKP,SMA
F3, ,STT,SMA
F3, ,STV,SMA
F3, ,SWN,SMA
F5, ,SAP,SWA
F4, ,SME,SWA
F4, ,SOT,SWA
F4, ,SAL,SWA
F4, ,SGU,SWA
F4, ,SLM,SWA
F4, ,SSA,SWA
F3, ,SCR,SWA
F3, ,STE,SWA
F3, ,SGM,SWA
F3, ,STL,SWA
F3, ,SLI,SWA
F3, ,SGE,SWA
F2, ,SCC,SWA
F2, ,SHC,SWA
F1, ,SMA,SWA
F0, ,SWA,SWA
F4, ,SSI,SWA
F4, ,SAN,SWA
F4, ,SVA,SWA
F4, ,SAR,SWA
F4, ,SCM,SWA
F4, ,SKO,SWA
F4, ,STI,SWA
F4, ,SAT,SWA
F3, ,SAE,SWA
F3, ,SSN,SWA
F3, ,SPC,SWA
F3, ,SKM,SWA
F3, ,SNP,SWA
F3, ,SEG,SWA
F4, ,SMM,SWA
F1, ,STC,SWA
F1, ,STR,SWA
F2, ,SNW,SWA
F2, ,STG,SWA
F2, ,SKP,SWA
F3, ,STT,SWA
F3, ,STV,SWA
F3, ,SWN,SWA
F3, ,SAP,SSI
F2, ,SME,SSI
F2, ,SOT,SSI
F1, ,SAL,SSI
F2, ,SGU,SSI
F2, ,SLM,SSI
F3, ,SSA,SSI
F3, ,SCR,SSI
F3, ,STE,SSI
F3, ,SGM,SSI
F3, ,STL,SSI
F3, ,SLI,SSI
F4, ,SGE,SSI
F4, ,SCC,SSI
F4, ,SHC,SSI
F4, ,SMA,SSI
F4, ,SWA,SSI
F0, ,SSI,SSI
F2, ,SAN,SSI
F2, ,SVA,SSI
F3, ,SAR,SSI
F3, ,SCM,SSI
F3, ,SKO,SSI
F3, ,STI,SSI
F3, ,SAT,SSI
F3, ,SAE,SSI
F4, ,SSN,SSI
F4, ,SPC,SSI
F4, ,SKM,SSI
F4, ,SNP,SSI
F4, ,SEG,SSI
F2, ,SMM,SSI
F4, ,STC,SSI
F4, ,STR,SSI
F5, ,SNW,SSI
F5, ,STG,SSI
F5, ,SKP,SSI
F5, ,STT,SSI
F5, ,STV,SSI
F5, ,SWN,SSI
F3, ,SAP,SAN
F3, ,SME,SAN
F2, ,SOT,SAN
F2, ,SAL,SAN
F2, ,SGU,SAN
F3, ,SLM,SAN
F3, ,SSA,SAN
F3, ,SCR,SAN
F3, ,STE,SAN
F3, ,SGM,SAN
F4, ,STL,SAN
F4, ,SLI,SAN
F4, ,SGE,SAN
F4, ,SCC,SAN
F4, ,SHC,SAN
F4, ,SMA,SAN
F4, ,SWA,SAN
F2, ,SSI,SAN
F0, ,SAN,SAN
F1, ,SVA,SAN
F2, ,SAR,SAN
F2, ,SCM,SAN
F3, ,SKO,SAN
F3, ,STI,SAN
F3, ,SAT,SAN
F3, ,SAE,SAN
F3, ,SSN,SAN
F3, ,SPC,SAN
F4, ,SKM,SAN
F4, ,SNP,SAN
F4, ,SEG,SAN
F2, ,SMM,SAN
F5, ,STC,SAN
F5, ,STR,SAN
F5, ,SNW,SAN
F5, ,STG,SAN
F5, ,SKP,SAN
F5, ,STT,SAN
F5, ,STV,SAN
F5, ,SWN,SAN
F3, ,SAP,SVA
F3, ,SME,SVA
F3, ,SOT,SVA
F3, ,SAL,SVA
F3, ,SGU,SVA
F3, ,SLM,SVA
F3, ,SSA,SVA
F3, ,SCR,SVA
F3, ,STE,SVA
F4, ,SGM,SVA
F4, ,STL,SVA
F4, ,SLI,SVA
F4, ,SGE,SVA
F4, ,SCC,SVA
F4, ,SHC,SVA
F4, ,SMA,SVA
F4, ,SWA,SVA
F2, ,SSI,SVA
F1, ,SAN,SVA
F0, ,SVA,SVA
F1, ,SAR,SVA
F2, ,SCM,SVA
F2, ,SKO,SVA
F3, ,STI,SVA
F3, ,SAT,SVA
F3, ,SAE,SVA
F3, ,SSN,SVA
F3, ,SPC,SVA
F3, ,SKM,SVA
F3, ,SNP,SVA
F4, ,SEG,SVA
F3, ,SMM,SVA
F4, ,STC,SVA
F4, ,STR,SVA
F5, ,SNW,SVA
F5, ,STG,SVA
F5, ,SKP,SVA
F5, ,STT,SVA
F5, ,STV,SVA
F5, ,SWN,SVA
F3, ,SAP,SAR
F3, ,SME,SAR
F3, ,SOT,SAR
F3, ,SAL,SAR
F3, ,SGU,SAR
F3, ,SLM,SAR
F3, ,SSA,SAR
F4, ,SCR,SAR
F4, ,STE,SAR
F4, ,SGM,SAR
F4, ,STL,SAR
F4, ,SLI,SAR
F4, ,SGE,SAR
F4, ,SCC,SAR
F4, ,SHC,SAR
F4, ,SMA,SAR
F4, ,SWA,SAR
F3, ,SSI,SAR
F2, ,SAN,SAR
F1, ,SVA,SAR
F0, ,SAR,SAR
F1, ,SCM,SAR
F2, ,SKO,SAR
F2, ,STI,SAR
F3, ,SAT,SAR
F3, ,SAE,SAR
F3, ,SSN,SAR
F3, ,SPC,SAR
F3, ,SKM,SAR
F3, ,SNP,SAR
F3, ,SEG,SAR
F3, ,SMM,SAR
F4, ,STC,SAR
F4, ,STR,SAR
F4, ,SNW,SAR
F5, ,STG,SAR
F5, ,SKP,SAR
F5, ,STT,SAR
F5, ,STV,SAR
F5, ,SWN,SAR
F4, ,SAP,SCM
F3, ,SME,SCM
F3, ,SOT,SCM
F3, ,SAL,SCM
F3, ,SGU,SCM
F3, ,SLM,SCM
F3, ,SSA,SCM
F4, ,SCR,SCM
F4, ,STE,SCM
F4, ,SGM,SCM
F4, ,STL,SCM
F4, ,SLI,SCM
F4, ,SGE,SCM
F3, ,SCC,SCM
F4, ,SHC,SCM
F4, ,SMA,SCM
F4, ,SWA,SCM
F3, ,SSI,SCM
F2, ,SAN,SCM
F2, ,SVA,SCM
F1, ,SAR,SCM
F0, ,SCM,SCM
F1, ,SKO,SCM
F2, ,STI,SCM
F2, ,SAT,SCM
F2, ,SAE,SCM
F3, ,SSN,SCM
F3, ,SPC,SCM
F3, ,SKM,SCM
F3, ,SNP,SCM
F3, ,SEG,SCM
F3, ,SMM,SCM
F4, ,STC,SCM
F4, ,STR,SCM
F4, ,SNW,SCM
F4, ,STG,SCM
F5, ,SKP,SCM
F5, ,STT,SCM
F5, ,STV,SCM
F5, ,SWN,SCM
F4, ,SAP,SKO
F4, ,SME,SKO
F3, ,SOT,SKO
F3, ,SAL,SKO
F3, ,SGU,SKO
F3, ,SLM,SKO
F4, ,SSA,SKO
F4, ,SCR,SKO
F4, ,STE,SKO
F4, ,SGM,SKO
F4, ,STL,SKO
F4, ,SLI,SKO
F4, ,SGE,SKO
F3, ,SCC,SKO
F4, ,SHC,SKO
F4, ,SMA,SKO
F4, ,SWA,SKO
F3, ,SSI,SKO
F3, ,SAN,SKO
F2, ,SVA,SKO
F2, ,SAR,SKO
F1, ,SCM,SKO
F0, ,SKO,SKO
F1, ,STI,SKO
F2, ,SAT,SKO
F2, ,SAE,SKO
F2, ,SSN,SKO
F3, ,SPC,SKO
F3, ,SKM,SKO
F3, ,SNP,SKO
F3, ,SEG,SKO
F3, ,SMM,SKO
F4, ,STC,SKO
F4, ,STR,SKO
F4, ,SNW,SKO
F4, ,STG,SKO
F4, ,SKP,SKO
F4, ,STT,SKO
F5, ,STV,SKO
F5, ,SWN,SKO
F4, ,SAP,STI
F4, ,SME,STI
F4, ,SOT,STI
F3, ,SAL,STI
F4, ,SGU,STI
F4, ,SLM,STI
F4, ,SSA,STI
F4, ,SCR,STI
F4, ,STE,STI
F4, ,SGM,STI
F4, ,STL,STI
F3, ,SLI,STI
F3, ,SGE,STI
F3, ,SCC,STI
F3, ,SHC,STI
F3, ,SMA,STI
F4, ,SWA,STI
F3, ,SSI,STI
F3, ,SAN,STI
F3, ,SVA,STI
F2, ,SAR,STI
F2, ,SCM,STI
F1, ,SKO,STI
F0, ,STI,STI
F1, ,SAT,STI
F1, ,SAE,STI
F2, ,SSN,STI
F2, ,SPC,STI
F3, ,SKM,STI
F3, ,SNP,STI
F3, ,SEG,STI
F4, ,SMM,STI
F4, ,STC,STI
F4, ,STR,STI
F4, ,SNW,STI
F4, ,STG,STI
F4, ,SKP,STI
F4, ,STT,STI
F4, ,STV,STI
F5, ,SWN,STI
F4, ,SAP,SAT
F4, ,SME,SAT
F4, ,SOT,SAT
F3, ,SAL,SAT
F4, ,SGU,SAT
F4, ,SLM,SAT
F4, ,SSA,SAT
F4, ,SCR,SAT
F4, ,STE,SAT
F4, ,SGM,SAT
F3, ,STL,SAT
F3, ,SLI,SAT
F3, ,SGE,SAT
F3, ,SCC,SAT
F3, ,SHC,SAT
F3, ,SMA,SAT
F4, ,SWA,SAT
F3, ,SSI,SAT
F3, ,SAN,SAT
F3, ,SVA,SAT
F3, ,SAR,SAT
F2, ,SCM,SAT
F2, ,SKO,SAT
F1, ,STI,SAT
F0, ,SAT,SAT
F1, ,SAE,SAT
F2, ,SSN,SAT
F2, ,SPC,SAT
F2, ,SKM,SAT
F3, ,SNP,SAT
F3, ,SEG,SAT
F4, ,SMM,SAT
F4, ,STC,SAT
F4, ,STR,SAT
F4, ,SNW,SAT
F4, ,STG,SAT
F4, ,SKP,SAT
F4, ,STT,SAT
F4, ,STV,SAT
F4, ,SWN,SAT
F4, ,SAP,SAE
F4, ,SME,SAE
F4, ,SOT,SAE
F4, ,SAL,SAE
F4, ,SGU,SAE
F4, ,SLM,SAE
F4, ,SSA,SAE
F4, ,SCR,SAE
F4, ,STE,SAE
F4, ,SGM,SAE
F3, ,STL,SAE
F3, ,SLI,SAE
F3, ,SGE,SAE
F3, ,SCC,SAE
F3, ,SHC,SAE
F3, ,SMA,SAE
F3, ,SWA,SAE
F3, ,SSI,SAE
F3, ,SAN,SAE
F3, ,SVA,SAE
F3, ,SAR,SAE
F2, ,SCM,SAE
F2, ,SKO,SAE
F1, ,STI,SAE
F1, ,SAT,SAE
F0, ,SAE,SAE
F1, ,SSN,SAE
F2, ,SPC,SAE
F2, ,SKM,SAE
F2, ,SNP,SAE
F3, ,SEG,SAE
F4, ,SMM,SAE
F3, ,STC,SAE
F4, ,STR,SAE
F4, ,SNW,SAE
F4, ,STG,SAE
F4, ,SKP,SAE
F4, ,STT,SAE
F4, ,STV,SAE
F4, ,SWN,SAE
F4, ,SAP,SSN
F4, ,SME,SSN
F4, ,SOT,SSN
F4, ,SAL,SSN
F4, ,SGU,SSN
F4, ,SLM,SSN
F4, ,SSA,SSN
F4, ,SCR,SSN
F4, ,STE,SSN
F3, ,SGM,SSN
F3, ,STL,SSN
F3, ,SLI,SSN
F3, ,SGE,SSN
F3, ,SCC,SSN
F3, ,SHC,SSN
F3, ,SMA,SSN
F3, ,SWA,SSN
F4, ,SSI,SSN
F3, ,SAN,SSN
F3, ,SVA,SSN
F3, ,SAR,SSN
F3, ,SCM,SSN
F2, ,SKO,SSN
F2, ,STI,SSN
F2, ,SAT,SSN
F1, ,SAE,SSN
F0, ,SSN,SSN
F1, ,SPC,SSN
F2, ,SKM,SSN
F2, ,SNP,SSN
F2, ,SEG,SSN
F4, ,SMM,SSN
F3, ,STC,SSN
F3, ,STR,SSN
F4, ,SNW,SSN
F4, ,STG,SSN
F4, ,SKP,SSN
F4, ,STT,SSN
F4, ,STV,SSN
F4, ,SWN,SSN
F4, ,SAP,SPC
F4, ,SME,SPC
F4, ,SOT,SPC
F4, ,SAL,SPC
F4, ,SGU,SPC
F4, ,SLM,SPC
F4, ,SSA,SPC
F3, ,SCR,SPC
F3, ,STE,SPC
F3, ,SGM,SPC
F3, ,STL,SPC
F3, ,SLI,SPC
F3, ,SGE,SPC
F2, ,SCC,SPC
F3, ,SHC,SPC
F3, ,SMA,SPC
F3, ,SWA,SPC
F4, ,SSI,SPC
F3, ,SAN,SPC
F3, ,SVA,SPC
F3, ,SAR,SPC
F3, ,SCM,SPC
F3, ,SKO,SPC
